"MethodName","Zone","Period","Time"
"OriginalDSHW","subs.2","period 2",113.87381720542
"OriginalDSHW","subs.5","period 2",98.253470420837
"OriginalDSHW","subs.1","period 2",79.615506649017
"OriginalDSHW","subs.7","period 2",154.89101505279
"OriginalDSHW","subs.4","period 2",151.51683282852
"OriginalDSHW","subs.6","period 2",104.79107618331
"OriginalDSHW","subs.5","period 3",107.8828151226
"OriginalDSHW","subs.3","period 3",138.73784470558
"OriginalDSHW","subs.1","period 3",114.66710782051
"OriginalDSHW","subs.2","period 3",139.81716823577
"OriginalDSHW","subs.4","period 3",80.48939704895
"OriginalDSHW","subs.7","period 3",116.50961279869
"OriginalDSHW","subs.8","period 3",169.44729566574
"OriginalDSHW","subs.3","period 4",81.417496442794
"OriginalDSHW","subs.6","period 3",130.89797091484
"OriginalDSHW","subs.4","period 4",76.136828184127
"OriginalDSHW","subs.5","period 4",106.50827956199
"OriginalDSHW","subs.1","period 4",94.641728162765
"OriginalDSHW","subs.8","period 4",77.329026460647
"OriginalDSHW","subs.6","period 4",73.335958003997
"OriginalDSHW","subs.2","period 4",154.31385850906
"OriginalDSHW","subs.13","period 1",79.500814437866
"OriginalDSHW","subs.7","period 4",158.5294804573
"OriginalDSHW","subs.11","period 1",107.09868884086
"OriginalDSHW","subs.9","period 1",95.048161268234
"OriginalDSHW","subs.16","period 1",93.890298604965
"OriginalDSHW","subs.12","period 1",129.6754674911
"OriginalDSHW","subs.10","period 1",73.072818756103
"OriginalDSHW","subs.14","period 1",107.02351760864
"OriginalDSHW","subs.13","period 2",104.22743344306
"OriginalDSHW","subs.9","period 2",99.575132608413
"OriginalDSHW","subs.10","period 2",81.182826042175
"OriginalDSHW","subs.16","period 2",117.15451717376
"OriginalDSHW","subs.15","period 1",168.43908381462
"OriginalDSHW","subs.14","period 2",84.916062831878
"OriginalDSHW","subs.12","period 2",134.89632725715
"OriginalDSHW","subs.11","period 2",198.9009828567
"OriginalDSHW","subs.13","period 3",109.2569732666
"OriginalDSHW","subs.9","period 3",122.74799418449
"OriginalDSHW","subs.11","period 3",36.088389158248
"OriginalDSHW","subs.15","period 2",98.051138162612
"OriginalDSHW","subs.14","period 3",103.64891791343
"OriginalDSHW","subs.12","period 3",112.38242673873
"OriginalDSHW","subs.13","period 4",88.3618164062
"OriginalDSHW","subs.16","period 3",161.59988713264
"OriginalDSHW","subs.11","period 4",91.844617605209
"OriginalDSHW","subs.14","period 4",77.186332464218
"OriginalDSHW","subs.10","period 3",212.24344229698
"OriginalDSHW","subs.15","period 3",92.260354280471
"OriginalDSHW","subs.9","period 4",123.98192429542
"OriginalDSHW","subs.12","period 4",95.736019611358
"OriginalDSHW","subs.19","period 1",57.077669858932
"OriginalDSHW","subs.16","period 4",95.239100456237
"OriginalDSHW","subs.17","period 1",50.875579118728
"OriginalDSHW","subs.15","period 4",62.148699283599
"OriginalDSHW","subs.10","period 4",66.600162029266
"OriginalDSHW","subs.20","period 1",70.672878503799
"OriginalDSHW","subs.17","period 2",58.720707178115
"OriginalDSHW","subs.19","period 2",88.38650012016
"OriginalDSHW","subs.18","period 1",62.032020568847
"OriginalDSHW","subs.17","period 3",54.381362915039
"OriginalDSHW","subs.20","period 2",86.46036362648
"OriginalDSHW","subs.18","period 2",62.107657670974
"OriginalDSHW","subs.19","period 3",77.682127475738
"OriginalDSHW","subs.17","period 4",68.400573730468
"OriginalDSHW","subs.20","period 3",69.61694788932
"OriginalDSHW","subs.18","period 3",72.703096866607
"OriginalDSHW","subs.19","period 4",78.763792276382
"OriginalDSHW","subs.18","period 4",46.515922546386
"OriginalDSHW","subs.20","period 4",60.486404180526
"ModifiedDSHW","subs.1","period 1",101.59299874305
"ModifiedDSHW","subs.3","period 1",117.55439329147
"ModifiedDSHW","subs.2","period 1",124.5760705471
"ModifiedDSHW","subs.7","period 1",125.1588973999
"ModifiedDSHW","subs.5","period 1",138.99495315551
"ModifiedDSHW","subs.6","period 1",145.27819538116
"ModifiedDSHW","subs.8","period 1",145.531572103
"ModifiedDSHW","subs.4","period 1",213.40704512596
"ModifiedDSHW","subs.3","period 2",127.2583847045
"ModifiedDSHW","subs.8","period 2",114.7323229312
"ModifiedDSHW","subs.7","period 2",154.38960599899
"ModifiedDSHW","subs.5","period 2",140.95670175552
"ModifiedDSHW","subs.4","period 2",92.80376124382
"ModifiedDSHW","subs.6","period 2",187.42042326927
"ModifiedDSHW","subs.1","period 2",245.8532962799
"ModifiedDSHW","subs.3","period 3",108.8071539402
"ModifiedDSHW","subs.2","period 2",255.62942194938
"ModifiedDSHW","subs.8","period 3",147.47816061973
"ModifiedDSHW","subs.6","period 3",88.444318532943
"ModifiedDSHW","subs.7","period 3",153.06574654579
"ModifiedDSHW","subs.1","period 3",132.92422652244
"ModifiedDSHW","subs.3","period 4",146.41729235649
"ModifiedDSHW","subs.4","period 3",199.46843552589
"ModifiedDSHW","subs.5","period 3",250.7492878437
"ModifiedDSHW","subs.2","period 3",170.1708128452
"ModifiedDSHW","subs.7","period 4",142.71570062637
"ModifiedDSHW","subs.11","period 1",88.080150365829
"ModifiedDSHW","subs.2","period 4",116.17923569679
"ModifiedDSHW","subs.5","period 4",143.2295217514
"ModifiedDSHW","subs.4","period 4",177.14958786964
"ModifiedDSHW","subs.6","period 4",279.3016052246
"ModifiedDSHW","subs.1","period 4",236.89190816879
"ModifiedDSHW","subs.11","period 2",157.1531524658
"ModifiedDSHW","subs.8","period 4",358.00573992729
"ModifiedDSHW","subs.13","period 1",125.43526196479
"ModifiedDSHW","subs.15","period 1",241.57786726951
"ModifiedDSHW","subs.14","period 1",126.35985255241
"ModifiedDSHW","subs.12","period 1",152.88379263877
"ModifiedDSHW","subs.9","period 1",132.68653702735
"ModifiedDSHW","subs.13","period 2",95.96682405471
"ModifiedDSHW","subs.15","period 2",101.28562045097
"ModifiedDSHW","subs.11","period 3",205.68904733657
"ModifiedDSHW","subs.10","period 1",287.42670822143
"ModifiedDSHW","subs.12","period 2",119.66986608505
"ModifiedDSHW","subs.14","period 2",136.89634704589
"ModifiedDSHW","subs.9","period 2",147.41853141784
"ModifiedDSHW","subs.16","period 1",255.87783265113
"ModifiedDSHW","subs.15","period 3",112.92671060562
"ModifiedDSHW","subs.14","period 3",98.111744403839
"ModifiedDSHW","subs.13","period 3",177.61873507499
"ModifiedDSHW","subs.12","period 3",142.29192948341
"ModifiedDSHW","subs.11","period 4",161.3528208732
"ModifiedDSHW","subs.9","period 3",169.67656087875
"ModifiedDSHW","subs.10","period 2",234.64037656784
"ModifiedDSHW","subs.15","period 4",166.99500989913
"ModifiedDSHW","subs.16","period 2",178.87765169143
"ModifiedDSHW","subs.19","period 1",99.102894783
"ModifiedDSHW","subs.12","period 4",123.61409640312
"ModifiedDSHW","subs.16","period 3",120.54459714889
"ModifiedDSHW","subs.20","period 1",116.82493257522
"ModifiedDSHW","subs.10","period 3",170.98883008956
"ModifiedDSHW","subs.19","period 2",158.48675918579
"ModifiedDSHW","subs.13","period 4",309.5874023437
"ModifiedDSHW","subs.16","period 4",104.50708460807
"ModifiedDSHW","subs.14","period 4",398.21838545799
"ModifiedDSHW","subs.19","period 3",117.56902980804
"ModifiedDSHW","subs.20","period 2",161.94647288322
"ModifiedDSHW","subs.10","period 4",180.746677637
"ModifiedDSHW","subs.9","period 4",379.82664299011
"ModifiedDSHW","subs.20","period 3",78.445107221603
"ModifiedDSHW","subs.19","period 4",92.928577661514
"ModifiedDSHW","subs.17","period 1",86.705312728881
"ModifiedDSHW","subs.18","period 1",101.2546277046
"ModifiedDSHW","subs.17","period 2",85.683047294616
"ModifiedDSHW","subs.18","period 2",135.3583195209
"ModifiedDSHW","subs.20","period 4",219.59548878669
"ModifiedDSHW","subs.17","period 3",87.844906806945
"ModifiedDSHW","subs.18","period 3",81.262310028076
"ModifiedDSHW","subs.17","period 4",79.361604452133
"ModifiedDSHW","subs.18","period 4",80.513097047805
"semiParametric","subs.7","period 1",61.751486063003
"semiParametric","subs.6","period 1",76.529539108276
"semiParametric","subs.1","period 1",89.959785223007
"semiParametric","subs.3","period 1",118.36379027366
"semiParametric","subs.5","period 1",127.50984430313
"semiParametric","subs.8","period 1",133.38283491134
"semiParametric","subs.7","period 2",86.589681386947
"semiParametric","subs.6","period 2",85.357833385467
"semiParametric","subs.4","period 1",163.27260255813
"semiParametric","subs.2","period 1",189.31041407585
"semiParametric","subs.1","period 2",105.86500024795
"semiParametric","subs.5","period 2",96.719636678695
"semiParametric","subs.7","period 3",78.887859821319
"semiParametric","subs.3","period 2",154.49652934074
"semiParametric","subs.2","period 2",83.900020360946
"semiParametric","subs.6","period 3",111.74300289154
"semiParametric","subs.5","period 3",81.947000026702
"semiParametric","subs.4","period 2",146.38466572761
"semiParametric","subs.8","period 2",179.29195618629
"semiParametric","subs.7","period 4",96.904381990432
"semiParametric","subs.6","period 4",84.5191438198
"semiParametric","subs.1","period 3",172.19298887252
"semiParametric","subs.2","period 3",101.45811510086
"semiParametric","subs.3","period 3",120.04208803176
"semiParametric","subs.8","period 3",86.855051517486
"semiParametric","subs.4","period 3",91.654294490814
"semiParametric","subs.15","period 1",86.511687755584
"semiParametric","subs.14","period 1",86.96172261238
"semiParametric","subs.5","period 4",145.46959590911
"semiParametric","subs.2","period 4",89.125925302505
"semiParametric","subs.15","period 2",72.739497900009
"semiParametric","subs.8","period 4",92.148982286453
"semiParametric","subs.4","period 4",116.14646697044
"semiParametric","subs.14","period 2",73.936294317245
"semiParametric","subs.3","period 4",134.72304868698
"semiParametric","subs.13","period 1",77.77049255371
"semiParametric","subs.10","period 1",85.060868740081
"semiParametric","subs.16","period 1",80.193787336349
"semiParametric","subs.15","period 3",120.84526371955
"semiParametric","subs.12","period 1",98.02834582328
"semiParametric","subs.14","period 3",98.587157726287
"semiParametric","subs.13","period 2",93.785077810287
"semiParametric","subs.10","period 2",76.7740130424
"semiParametric","subs.1","period 4",265.26540803909
"semiParametric","subs.15","period 4",82.743028879165
"semiParametric","subs.11","period 1",171.24829483032
"semiParametric","subs.10","period 3",76.960995435714
"semiParametric","subs.9","period 1",71.740014791488
"semiParametric","subs.14","period 4",114.37349987
"semiParametric","subs.16","period 2",170.10426187515
"semiParametric","subs.11","period 2",59.763009786605
"semiParametric","subs.12","period 2",145.6820852756
"semiParametric","subs.13","period 3",162.6345374584
"semiParametric","subs.9","period 2",86.503449916839
"semiParametric","subs.16","period 3",78.60811519622
"semiParametric","subs.12","period 3",59.476769924163
"semiParametric","subs.10","period 4",123.60956144332
"semiParametric","subs.11","period 3",79.79173707962
"semiParametric","subs.13","period 4",62.548565626144
"semiParametric","subs.12","period 4",56.844456195831
"semiParametric","subs.18","period 1",79.129760980606
"semiParametric","subs.11","period 4",73.158365964889
"semiParametric","subs.16","period 4",94.307639122009
"semiParametric","subs.9","period 3",124.94772458076
"semiParametric","subs.18","period 2",46.984724283218
"semiParametric","subs.19","period 1",60.137644529342
"semiParametric","subs.20","period 1",98.169903039932
"semiParametric","subs.9","period 4",91.385525465011
"semiParametric","subs.18","period 3",74.162291526794
"semiParametric","subs.20","period 2",53.67423582077
"semiParametric","subs.19","period 2",60.928071022033
"semiParametric","subs.17","period 1",41.011096477508
"semiParametric","subs.20","period 3",51.701707363128
"semiParametric","subs.18","period 4",70.358851909637
"semiParametric","subs.17","period 2",50.569831132888
"semiParametric","subs.19","period 3",82.534918308258
"semiParametric","subs.20","period 4",54.92788052558
"semiParametric","subs.17","period 3",88.689894676208
"semiParametric","subs.19","period 4",85.246995210647
"semiParametric","subs.17","period 4",113.81348276138
"TBATS","subs.5","period 1",65.351763248443
"TBATS","subs.7","period 1",76.893324375152
"TBATS","subs.6","period 1",77.44320321083
"TBATS","subs.4","period 1",78.360563516616
"TBATS","subs.3","period 1",91.668415307998
"TBATS","subs.1","period 1",92.237793922424
"TBATS","subs.5","period 2",54.973780155181
"TBATS","subs.6","period 2",51.66091632843
"TBATS","subs.5","period 3",57.533586740493
"TBATS","subs.7","period 2",115.23199629783
"TBATS","subs.4","period 2",114.08149147033
"TBATS","subs.8","period 1",229.32716727256
"TBATS","subs.2","period 1",230.20794153213
"TBATS","subs.5","period 4",58.66150522232
"TBATS","subs.3","period 2",153.12418699264
"TBATS","subs.6","period 3",119.81079268455
"TBATS","subs.1","period 2",156.90638971328
"TBATS","subs.7","period 3",75.114908218383
"TBATS","subs.4","period 3",90.38601565361
"TBATS","subs.2","period 2",66.463764905929
"TBATS","subs.8","period 2",75.767484188079
"TBATS","subs.7","period 4",51.990524768829
"TBATS","subs.6","period 4",77.471298217773
"TBATS","subs.13","period 1",119.71367359161
"TBATS","subs.14","period 1",40.262704133987
"TBATS","subs.15","period 1",66.809267759323
"TBATS","subs.1","period 3",138.86965203285
"TBATS","subs.2","period 3",94.045935630798
"TBATS","subs.3","period 3",158.98028898239
"TBATS","subs.4","period 4",122.01967024803
"TBATS","subs.8","period 3",100.98852872848
"TBATS","subs.13","period 2",85.986746311187
"TBATS","subs.8","period 4",36.5252580642
"TBATS","subs.14","period 2",77.678483486175
"TBATS","subs.15","period 2",64.127948522567
"TBATS","subs.12","period 1",84.845055580139
"TBATS","subs.3","period 4",92.208119630813
"TBATS","subs.16","period 1",57.788075208663
"TBATS","subs.2","period 4",113.33515548706
"TBATS","subs.15","period 3",56.61861538887
"TBATS","subs.13","period 3",96.4938352108
"TBATS","subs.10","period 1",53.020050048828
"TBATS","subs.14","period 3",120.7264342308
"TBATS","subs.12","period 2",91.704768657684
"TBATS","subs.16","period 2",82.08428740501
"TBATS","subs.11","period 1",87.463631868362
"TBATS","subs.1","period 4",206.22054052352
"TBATS","subs.15","period 4",91.210608720779
"TBATS","subs.14","period 4",52.04325556755
"TBATS","subs.13","period 4",82.0879676342
"TBATS","subs.11","period 2",42.028502464294
"TBATS","subs.16","period 3",54.768592119216
"TBATS","subs.12","period 3",68.608600378036
"TBATS","subs.10","period 2",97.288105249404
"TBATS","subs.11","period 3",53.350288629531
"TBATS","subs.9","period 1",90.712536096572
"TBATS","subs.11","period 4",40.33325600624
"TBATS","subs.12","period 4",74.3562221527
"TBATS","subs.9","period 2",57.906684398651
"TBATS","subs.16","period 4",105.99423360824
"TBATS","subs.10","period 3",89.70239830017
"TBATS","subs.19","period 1",43.716153621673
"TBATS","subs.10","period 4",38.433205842971
"TBATS","subs.9","period 3",46.053941011428
"TBATS","subs.19","period 2",49.603646278381
"TBATS","subs.20","period 1",90.858075380325
"TBATS","subs.18","period 1",34.818659782409
"TBATS","subs.9","period 4",47.262919425964
"TBATS","subs.19","period 3",63.769219636917
"TBATS","subs.18","period 2",74.11615657806
"TBATS","subs.17","period 1",58.391158342361
"TBATS","subs.20","period 2",98.64343857765
"TBATS","subs.17","period 2",49.84865617752
"TBATS","subs.19","period 4",69.759136199951
"TBATS","subs.18","period 3",64.743986845016
"TBATS","subs.20","period 3",47.258618593215
"TBATS","subs.17","period 3",38.116163015365
"TBATS","subs.20","period 4",42.208400249481
"TBATS","subs.18","period 4",65.29950165748
"TBATS","subs.17","period 4",55.415010929107
"randomforest","subs.1","period 1",1023.59501266477
"randomforest","subs.1","period 2",1160.42307853697
"randomforest","subs.1","period 3",1234.48031616205
"randomforest","subs.1","period 4",1297.38846969603
"randomforest","subs.10","period 1",1015.15481758115
"randomforest","subs.10","period 2",1167.34011650084
"randomforest","subs.10","period 3",1218.30966182522
"randomforest","subs.10","period 4",1330.51622772213
"randomforest","subs.11","period 1",991.083963394133
"randomforest","subs.11","period 2",1135.46529960631
"randomforest","subs.11","period 3",1193.79156684872
"randomforest","subs.11","period 4",1287.23295783995
"randomforest","subs.12","period 1",950.011407852161
"randomforest","subs.12","period 2",1105.51707458489
"randomforest","subs.12","period 3",1180.64805221555
"randomforest","subs.12","period 4",1275.25441932676
"randomforest","subs.13","period 1",961.577669143663
"randomforest","subs.13","period 2",1091.84033966059
"randomforest","subs.13","period 3",1159.78811836241
"randomforest","subs.13","period 4",1262.52995300284
"randomforest","subs.14","period 1",976.882835388168
"randomforest","subs.14","period 2",1128.80311202998
"randomforest","subs.14","period 3",1175.85764312737
"randomforest","subs.14","period 4",1283.5499439239
"randomforest","subs.15","period 1",1037.43164634701
"randomforest","subs.15","period 2",1172.77416038506
"randomforest","subs.15","period 3",1221.28225326536
"randomforest","subs.15","period 4",1333.91059494017
"randomforest","subs.16","period 1",1010.06438446035
"randomforest","subs.16","period 2",1170.78911781302
"randomforest","subs.16","period 3",1216.88574409484
"randomforest","subs.16","period 4",1328.80657768247
"randomforest","subs.17","period 1",1003.1846256256
"randomforest","subs.17","period 2",1175.3271179199
"randomforest","subs.17","period 3",1226.76581573484
"randomforest","subs.17","period 4",1335.61059761046
"randomforest","subs.18","period 1",976.184387206854
"randomforest","subs.18","period 2",1119.10479736327
"randomforest","subs.18","period 3",1170.35961914061
"randomforest","subs.18","period 4",1267.70328521727
"randomforest","subs.19","period 1",1027.19131469725
"randomforest","subs.19","period 2",1192.34523582456
"randomforest","subs.19","period 3",1263.03660964963
"randomforest","subs.19","period 4",1360.84939384459
"randomforest","subs.2","period 1",994.427059173565
"randomforest","subs.2","period 2",1193.22388076781
"randomforest","subs.2","period 3",1278.27705383299
"randomforest","subs.2","period 4",1362.66340637206
"randomforest","subs.20","period 1",947.998878478993
"randomforest","subs.20","period 2",1121.5377178192
"randomforest","subs.20","period 3",1168.02366638182
"randomforest","subs.20","period 4",1275.75193977355
"randomforest","subs.3","period 1",983.158172607322
"randomforest","subs.3","period 2",1140.65204048155
"randomforest","subs.3","period 3",1223.67832946775
"randomforest","subs.3","period 4",1296.53967666625
"randomforest","subs.4","period 1",996.968284606917
"randomforest","subs.4","period 2",1165.05833244322
"randomforest","subs.4","period 3",1237.35971832268
"randomforest","subs.4","period 4",1312.91707229613
"randomforest","subs.5","period 1",982.249876022315
"randomforest","subs.5","period 2",1146.73839759826
"randomforest","subs.5","period 3",1214.44805908202
"randomforest","subs.5","period 4",1299.65381431578
"randomforest","subs.6","period 1",956.779109954811
"randomforest","subs.6","period 2",1129.0260696411
"randomforest","subs.6","period 3",1199.07413101194
"randomforest","subs.6","period 4",1269.6144428253
"randomforest","subs.7","period 1",969.414405822734
"randomforest","subs.7","period 2",1130.35544967649
"randomforest","subs.7","period 3",1201.75344657894
"randomforest","subs.7","period 4",1266.13595771788
"randomforest","subs.8","period 1",1008.22838973997
"randomforest","subs.8","period 2",1167.63872146599
"randomforest","subs.8","period 3",1223.58084678647
"randomforest","subs.8","period 4",1328.56694793698
"randomforest","subs.9","period 1",977.325298309238
"randomforest","subs.9","period 2",1111.39217567443
"randomforest","subs.9","period 3",1164.84789848326
"randomforest","subs.9","period 4",1264.57287979123
